"","City","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender","income","Gini","n.M.police","n.F.police","n.U.police","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police"
"762","columbus",NA,"N","U","W","M","26.0",NA,"1",1,"W","F","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",26,2,0,0,0,1,0,"w","F",23020,0.452,0,1,0,1,0,0,0,0
"763","columbus",2010-03-12,"N","U","B","M","17.0",NA,"1",1,"W","M","Columbus Police Department",3,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",17,1,2,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"764","columbus",NA,"F","U","B","M","18.0",NA,"1",5,"U","U","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",18,1,0,0,1,1,0,"u","U",23020,0.452,0,0,1,0,0,0,0,0
"765","columbus",NA,"F","U","B","M","31.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",31,2,0,0,1,1,0,"w","M",23020,0.452,3,0,0,3,0,0,0,0
"766","columbus",NA,"N","U","B","M","34.0",NA,"1",2,"W;W","M;F","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",34,2,0,0,1,1,0,"w","F",23020,0.452,1,1,0,2,0,0,0,0
"767","columbus",2011-03-03,"N","U","B","M","17.0",NA,"1",1,"W","M","Columbus Police Department",3,5,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",17,1,2,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"768","columbus",2011-05-10,"F","U","B","M","48.0",NA,"1",2,"W;W","M;M","Columbus Police Department",5,3,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",48,3,3,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"769","columbus",2013-02-02,"N","U","B","M","22.0",NA,"1",1,"W","M","Columbus Police Department",2,7,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",22,2,2,1,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"770","columbus",NA,"F","U","B","U","U",NA,"1",7,"W;W;B;W;W;W;W","M;M;M;M;M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"w","M",23020,0.452,7,0,0,6,1,0,0,0
"771","columbus",NA,"N","U","B","M","28.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",28,2,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"772","columbus",2011-04-04,"N","U","L","M","19.0",NA,"1",1,"W","M","Columbus Police Department",4,2,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",19,1,2,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"773","columbus",NA,"F","U","B","M","25.0",NA,"1",2,"W;W","M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",25,2,0,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"774","columbus",NA,"F","U","W","M","51.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",51,3,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"775","columbus",2015-07-01,"F","U","B","M","41.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",7,4,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",41,3,3,0,1,1,0,"w","M",23020,0.452,3,0,0,3,0,0,0,0
"776","columbus",2013-08-02,"N","U","W","M","28.0",NA,"1",1,"W","M","Columbus Police Department",8,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",28,2,4,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"777","columbus",NA,"N","U","B","M","39.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",39,2,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"778","columbus",NA,"F","U","B","M","47.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",47,3,0,0,1,1,0,"w","M",23020,0.452,3,0,0,3,0,0,0,0
"779","columbus",2014-10-10,"F","U","B","U","U",NA,"1",2,"W;W","M;M","Columbus Police Department",10,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,1,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"780","columbus",2013-01-01,"N","U","B","M","62.0",NA,"1",1,"W","M","Columbus Police Department",1,3,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",62,4,1,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"781","columbus",2014-10-05,"F","U","B","M","34.0",NA,"1",2,"W;W","M;M","Columbus Police Department",10,1,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",34,2,1,1,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"782","columbus",NA,"N","U","B","U","U",NA,"1",2,"W;W","M:M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"783","columbus",NA,"F","U","B","M","51.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",51,3,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"784","columbus",NA,"N","U","L","M","19.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",19,1,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"785","columbus",NA,"N","U","B","M","28.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",28,2,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"786","columbus",2016-06-06,"F","U","B","M","23.0",NA,"1",2,"W;W","M;M","Columbus Police Department",6,2,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",23,2,3,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"787","columbus",2013-07-12,"N","U","B","M","17.0",NA,"1",2,"W;W","M;M","Columbus Police Department",7,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",17,1,3,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"788","columbus",2010-01-02,"N","U","B","M","36.0",NA,"1",1,"W","M","Columbus Police Department",1,7,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",36,2,1,1,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"789","columbus",NA,"N","U","B","M","19.0",NA,"1",2,"U","U","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",19,1,0,0,1,1,0,"u","U",23020,0.452,0,0,1,0,0,0,0,0
"790","columbus",2011-12-06,"F","U","L","U","U",NA,"1",3,"U","U","Columbus Police Department",12,3,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,2,0,1,1,0,"u","U",23020,0.452,0,0,1,0,0,0,0,0
"791","columbus",NA,"N","U","B","M","37.0",NA,"1",1,"W","F","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",37,2,0,0,0,1,0,"w","F",23020,0.452,0,1,0,1,0,0,0,0
"792","columbus",2013-07-08,"N","U","B","M","26.0",NA,"1",1,"B","M","Columbus Police Department",7,2,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",26,2,3,0,0,1,0,"b","M",23020,0.452,1,0,0,0,1,0,0,0
"793","columbus",2014-10-10,"F","U","B","U","U",NA,"1",2,"W;W","M;M","Columbus Police Department",10,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,1,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"794","columbus",2013-06-04,"N","U","B","M","40.0",NA,"1",1,"W","M","Columbus Police Department",6,3,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",40,3,3,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"795","columbus",2012-07-07,"N","U","W","M","50.0",NA,"1",2,"W;W","M;M","Columbus Police Department",7,7,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",50,3,3,1,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"796","columbus",NA,"N","U","B","M","41.0",NA,"1",2,"W;W","M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",41,3,0,0,1,1,0,"w","M",23020,0.452,2,0,0,2,0,0,0,0
"797","columbus",NA,"F","U","B","M","20.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",20,2,0,0,1,1,0,"w","M",23020,0.452,3,0,0,3,0,0,0,0
"798","columbus",NA,"F","U","B","M","33.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",33,2,0,0,1,1,0,"w","M",23020,0.452,3,0,0,3,0,0,0,0
"799","columbus",NA,"N","U","B","U","U",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,0,1,0,"w","M",23020,0.452,1,0,0,1,0,0,0,0
"800","dallas",NA,"N","N","B","M","U","Shots fired","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"801","dallas",2016-07-12,"N","Y","A","M","U","Vehicle pursuit","2.0",1,"W","M","Dallas Police Department",7,3,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,3,0,0,2,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"802","dallas",2010-08-03,"N","Y","W","M","60.0","Active shooter","1.0",1,"W","M","Dallas Police Department",8,3,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",60,4,4,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"803","dallas",NA,"F","Y","B","M","21.0","Shooting","5.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",21,2,0,0,0,5,1,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"804","dallas",NA,"F","Y","W","M","53.0","Weapons posession; suicide","2.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",53,3,0,0,0,2,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"805","dallas",NA,"N","Y","B","M","20.0","Shooting","3.0",1,"L","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",20,2,0,0,0,3,1,"l","M",23616,0.469,1,0,0,0,0,0,1,0
"806","dallas",NA,"N","N","W","M","23.0","Felony warrant","1.0",2,"W;B","M;M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",23,2,0,0,1,1,0,"b","M",23616,0.469,2,0,0,1,1,0,0,0
"807","dallas",NA,"F","Y","W","M","31.0","Suicide","11.0",2,"W;W","M;M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",31,2,0,0,1,11,1,"w","M",23616,0.469,2,0,0,2,0,0,0,0
"808","dallas",2013-10-03,"F","N","B","M","35.0","Major disturbance; emergency","9.0",1,"W","M","Dallas Police Department",10,5,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",35,2,1,0,0,9,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"809","dallas",NA,"F","N","L","M","U","Stolen car","4.0",1,"L","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,4,1,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"810","dallas",NA,"N","Y","B","M","18.0","Aggravated robbery","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",18,1,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"811","dallas",NA,"N","Y","L","M","22.0","Felony fugitive","5.0",2,"W;W","M;M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",22,2,0,0,1,5,1,"w","M",23616,0.469,2,0,0,2,0,0,0,0
"812","dallas",2013-06-09,"N","Y","L","M","42.0","Aggraveted assault","17.0",1,"W","M","Dallas Police Department",6,1,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",42,3,3,1,0,17,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"813","dallas",NA,"N","Y","L","M","30.0","Suspicious behavior","5.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",30,2,0,0,0,5,1,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"814","dallas",NA,"F","N","B","M","31.0","Kidnapping","2.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",31,2,0,0,0,2,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"815","dallas",NA,"F","Y","B","M","34.0","Narcotics; undercover operation","5.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",34,2,0,0,0,5,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"816","dallas",2011-01-10,"N","Y","B","M","21.0","Shots fired","8.0",1,"B","M","Dallas Police Department",1,2,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",21,2,1,0,0,8,1,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"817","dallas",2014-01-10,"N","N","W","M","48.0","Robbery","1.0",1,"W","M","Dallas Police Department",1,6,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",48,3,1,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"818","dallas",2014-10-07,"N","Y","L","M","33.0","Traffic stop","5.0",2,"W;L","M;M","Dallas Police Department",10,3,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",33,2,1,0,1,5,1,"h","M",23616,0.469,2,0,0,1,0,0,1,0
"819","dallas",NA,"N","Y","L","M","17.0","Robbery; suspicious behavior","4.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",17,1,0,0,0,4,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"820","dallas",NA,"N","Y","W","M","52.0","Stolen car","14.0",2,"W;W","M;F","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",52,3,0,0,1,14,1,"w","F",23616,0.469,1,1,0,2,0,0,0,0
"821","dallas",NA,"N","N","B","M","47.0","Theft","3.0",2,"W;L","M;F","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",47,3,0,0,1,3,1,"h","F",23616,0.469,1,1,0,1,0,0,1,0
"822","dallas",2010-07-02,"N","N","L","M","20.0","Crowd-control; shooting","6.0",2,"L;L","M;M","Dallas Police Department",7,6,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",20,2,3,0,1,6,1,"h","M",23616,0.469,2,0,0,0,0,0,2,0
"823","dallas",2012-02-06,"F","Y","B","M","21.0","Traffic stop","1.0",1,"L","M","Dallas Police Department",2,2,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",21,2,2,0,0,1,0,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"824","dallas",NA,"N","N","L","U","U","Traffic stop; warrant","1.0",1,"B","F","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"b","F",23616,0.469,0,1,0,0,1,0,0,0
"825","dallas",NA,"N","Y","B","M","U","Domestic disturbance","2.0",1,"L","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,2,1,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"826","dallas",2010-05-02,"N","Y","W","M","42.0","Disturbance; firearm","1.0",1,"L","M","Dallas Police Department",5,1,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",42,3,3,1,0,1,0,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"827","dallas",2013-08-02,"F","Y","W","M","39.0","Murder","52.0",5,"W;W;W;W;W","M;M;M;M;M","Dallas Police Department",8,6,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",39,2,4,0,1,52,1,"w","M",23616,0.469,5,0,0,5,0,0,0,0
"828","dallas",NA,"N","N","B","M","U","Major disturbance","4.0",2,"W;W","F;M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,1,4,1,"w","F",23616,0.469,1,1,0,2,0,0,0,0
"829","dallas",NA,"N","Y","L","M","20.0","Shooting","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",20,2,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"830","dallas",2012-02-02,"N","N","B","M","53.0","Aggravated assault; robbery","1.0",1,"A","M","Dallas Police Department",2,5,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",53,3,2,0,0,1,0,"a","M",23616,0.469,1,0,0,0,0,1,0,0
"831","dallas",NA,"F","Y","L","M","U",NA,"1",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"832","dallas",2011-05-12,"F","Y","W","M","32.0","Narcotics","3.0",2,"L;W","M;M","Dallas Police Department",5,5,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",32,2,3,0,1,3,1,"h","M",23616,0.469,2,0,0,1,0,0,1,0
"833","dallas",2012-06-12,"F","Y","B","M","37.0","Weapons posession; firearms","11.0",2,"W;L","M;M","Dallas Police Department",6,3,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",37,2,3,0,1,11,1,"h","M",23616,0.469,2,0,0,1,0,0,1,0
"834","dallas",NA,"N","N","B","M","21.0","Drugs","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",21,2,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"835","dallas",NA,"N","N","U","U","U","Animal disturbance","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"836","dallas",2013-02-10,"N","Y","B","M","41.0","Prostitution; police shooting","11.0",2,"L;L","M;M","Dallas Police Department",2,1,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",41,3,2,1,1,11,1,"h","M",23616,0.469,2,0,0,0,0,0,2,0
"837","dallas",NA,"F","Y","L","M","U","Property crime","10.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,10,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"838","dallas",2015-12-06,"N","N","L","M","15.0","Robbery","1.0",1,"L","M","Dallas Police Department",12,1,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",15,1,2,1,0,1,0,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"839","dallas",NA,"N","Y","B","M","25.0","Assault; weapons posession; firearms","1.0",1,"L","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",25,2,0,0,0,1,0,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"840","dallas",NA,"F","N","L","M","19.0","Burglary","1.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",19,1,0,0,0,1,0,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"841","dallas",NA,"N","Y","L","M","U","Robbery of officer",">1",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"842","dallas",NA,"N","Y","L","M","39.0","Drugs","2.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",39,2,0,0,0,2,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"843","dallas",2016-10-06,"N","N","B","M","U","Domestic disturbance","9.0",1,"W","M","Dallas Police Department",10,5,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,1,0,0,9,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"844","dallas",2010-03-05,"N","Y","L","M","20.0","Robbery","1.0",1,"L","M","Dallas Police Department",3,6,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",20,2,2,0,0,1,0,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"845","dallas",NA,"F","Y","L","M","18.0","Suspicious behavior","5.0",1,"L","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",18,1,0,0,0,5,1,"h","M",23616,0.469,1,0,0,0,0,0,1,0
"846","dallas",2014-04-04,"F","N","W","M","26.0","Trespassing","7.0",1,"W","F","Dallas Police Department",4,6,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",26,2,2,0,0,7,1,"w","F",23616,0.469,0,1,0,1,0,0,0,0
"847","dallas",NA,"N","N","B","U","U","Shoplifting","1.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,0,0,0,1,0,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"848","dallas",NA,"N","Y","L","M","28.0","Crowd-control; shooting","6.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",28,2,0,0,0,6,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"849","dallas",NA,"N","N","L","M","26.0","Capital murder","1.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",26,2,0,0,0,1,0,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"850","dallas",2016-11-06,"N","N","B","M","U","Stolen car","3.0",1,"W","M","Dallas Police Department",11,1,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",0,0,1,1,0,3,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"851","dallas",NA,"N","Y","L","M","22.0","Robbery; police shooting","3.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",22,2,0,0,0,3,1,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"852","dallas",NA,"F","Y","B","M","29.0","Suspicious person","3.0",1,"W","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",29,2,0,0,0,3,1,"w","M",23616,0.469,1,0,0,1,0,0,0,0
"853","dallas",NA,"F","Y","B","M","19.0","Drugs","1.0",1,"B","M","Dallas Police Department",0,0,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",19,1,0,0,0,1,0,"b","M",23616,0.469,1,0,0,0,1,0,0,0
"854","dallas",2014-02-01,"F","Y","W","M","47.0","Weapons posession","29.0",4,"L;W;W;W","M;M;M;M","Dallas Police Department",2,7,9,"texas",1317929,1197816,1003,3409,88292,3866,14932,"32.7933°N 96.7665°W",2,"neither",47,3,2,1,1,29,1,"w","M",23616,0.469,4,0,0,3,0,0,1,0
