"","n.M.police","n.F.police","n.U.police.gender","n.W.police","n.B.police","n.A.police","n.L.police","n.O.police","id"
"610",2,0,0,2,0,0,0,0,3294438
"611",2,0,0,2,0,0,0,0,817170
"612",1,0,0,0,0,1,0,0,4345267
"613",2,0,0,2,0,0,0,0,4162841
"614",1,0,0,1,0,0,0,0,2303605
"615",1,0,0,0,0,0,1,0,1906591
"616",1,0,0,0,0,1,0,0,1390195
"617",1,0,0,0,0,0,1,0,2169364
"618",1,0,0,0,1,0,0,0,3764176
"619",1,0,0,1,0,0,0,0,1491833
"620",1,0,0,0,0,0,1,0,4501836
"621",1,0,0,1,0,0,0,0,4209301
"622",1,0,0,0,1,0,0,0,579104
"623",2,0,0,0,0,1,1,0,1408150
"624",2,0,0,1,1,0,0,0,4914310
"625",2,0,0,2,0,0,0,0,3885855
"626",0,1,0,0,1,0,0,0,2629500
"627",1,0,0,0,0,1,0,0,2115254
"628",1,0,0,1,0,0,0,0,3157649
"629",1,1,0,0,2,0,0,0,1598270
"630",2,0,0,1,0,1,0,0,2717925
"631",3,0,0,0,0,0,3,0,667322
"632",2,0,0,1,0,1,0,0,4246100
"633",0,1,0,0,0,0,1,0,4639699
"634",1,0,0,0,1,0,0,0,4833898
"635",1,0,0,0,1,0,0,0,4210681
"636",1,0,0,0,0,0,1,0,665397
"637",1,0,0,0,1,0,0,0,1032960
"638",9,0,0,7,0,0,1,0,2705855
"639",1,0,0,1,0,0,0,0,3516850
"640",1,0,0,0,0,0,1,0,1884893
"641",1,0,0,1,0,0,0,0,3097284
"642",3,0,0,1,1,0,1,0,1079790
"643",1,0,0,1,0,0,0,0,1339160
"644",1,0,0,1,0,0,0,0,4840594
"645",2,0,0,1,0,1,0,0,1945850
"646",1,0,0,1,0,0,0,0,1880887
"647",3,1,0,3,0,0,0,0,2266645
"648",1,0,0,1,0,0,0,0,232433
"649",2,0,0,2,0,0,0,0,3631310
"650",1,0,0,1,0,0,0,0,4367615
"651",1,0,0,1,0,0,0,0,4955528
"652",1,0,0,1,0,0,0,0,2832921
"653",1,0,0,1,0,0,0,0,3998446
"654",1,1,0,0,1,0,0,0,1880003
"655",1,0,0,1,0,0,0,0,3990140
"656",2,0,0,1,1,0,0,0,2527410
"657",1,0,0,1,0,0,0,0,198888
"658",1,0,0,0,1,0,0,0,785848
"659",1,0,0,0,1,0,0,0,3531494
"660",1,0,0,1,0,0,0,0,1789408
"661",1,0,0,1,0,0,0,0,389457
"662",1,0,0,1,0,0,0,0,1724521
"663",1,0,0,1,0,0,0,0,831472
"664",1,1,0,0,1,0,0,0,3538580
"665",1,0,0,0,1,0,0,0,2224124
"666",2,0,0,2,0,0,0,0,1152802
"667",1,0,0,0,1,0,0,0,993580
"668",1,0,0,1,0,0,0,0,19204
"669",1,0,0,1,0,0,0,0,4105094
"670",0,0,1,0,0,0,0,0,667130
"671",0,0,1,0,0,0,0,0,3981873
"672",0,0,1,0,0,0,0,0,2945635
"673",0,0,1,0,0,0,0,0,1346308
"674",0,0,1,0,0,0,0,0,2872868
"675",0,0,1,0,0,0,0,0,825452
"676",0,0,1,0,0,0,0,0,3167378
"677",0,0,1,0,0,0,0,0,867244
"678",0,0,1,0,0,0,0,0,2649287
"679",0,0,1,0,0,0,0,0,4361297
"680",0,0,1,0,0,0,0,0,3345195
"681",0,0,1,0,0,0,0,0,115244
"682",0,0,1,0,0,0,0,0,4127348
"683",0,0,1,0,0,0,0,0,4497225
"684",0,0,1,0,0,0,0,0,2694309
"685",0,0,1,0,0,0,0,0,2339939
"686",0,0,1,0,0,0,0,0,560154
"687",0,0,1,0,0,0,0,0,1748572
"688",0,0,1,0,0,0,0,0,1030491
"689",0,0,1,0,0,0,0,0,2409156
"690",0,0,1,0,0,0,0,0,4893344
"691",0,0,1,0,0,0,0,0,2725239
"692",0,0,1,0,0,0,0,0,2875784
"693",0,0,1,0,0,0,0,0,337820
"694",0,0,1,0,0,0,0,0,515940
"695",0,0,1,0,0,0,0,0,696115
"696",0,0,1,0,0,0,0,0,647748
"697",0,0,1,0,0,0,0,0,1584455
"698",0,0,1,0,0,0,0,0,2197484
"699",0,0,1,0,0,0,0,0,4093132
"700",0,0,1,0,0,0,0,0,2412441
"701",0,0,1,0,0,0,0,0,419179
"702",0,0,1,0,0,0,0,0,4235305
"703",0,0,1,0,0,0,0,0,3188878
"704",0,0,1,0,0,0,0,0,1468588
"705",0,0,1,0,0,0,0,0,4874320
"706",0,0,1,0,0,0,0,0,1737396
"707",0,0,1,0,0,0,0,0,4724436
"708",0,0,1,0,0,0,0,0,1991678
"709",0,0,1,0,0,0,0,0,2328179
"710",0,0,1,0,0,0,0,0,184692
"711",0,0,1,0,0,0,0,0,4766659
"712",0,0,1,0,0,0,0,0,27248
"713",0,0,1,0,0,0,0,0,2523597
"714",2,0,0,1,1,0,0,0,2226573
"715",2,0,0,2,0,0,0,0,3654951
"716",1,0,0,1,0,0,0,0,1327286
"717",1,0,0,1,0,0,0,0,1879193
"718",1,0,0,1,0,0,0,0,767447
"719",1,0,0,1,0,0,0,0,2021252
"720",1,0,0,1,0,0,0,0,2180946
"721",1,0,0,1,0,0,0,0,2953637
"722",1,0,0,1,0,0,0,0,2614637
"723",1,0,0,0,1,0,0,0,4848585
"724",1,0,0,1,0,0,0,0,4129417
"725",1,0,0,1,0,0,0,0,1597654
"726",0,0,1,0,0,0,0,0,2445522
"727",1,0,0,1,0,0,0,0,92955
"728",1,0,0,0,0,1,0,0,1382429
"729",1,0,0,1,0,0,0,0,510405
"730",2,0,0,2,0,0,0,0,3222781
"731",2,0,0,2,0,0,0,0,950569
"732",1,0,0,1,0,0,0,0,3316780
"733",3,0,0,3,0,0,0,0,3530235
"734",7,0,0,6,1,0,0,0,3402674
"735",2,0,0,2,0,0,0,0,426835
"736",2,0,0,2,0,0,0,0,1254330
"737",0,0,1,0,0,0,0,0,3984671
"738",1,0,0,1,0,0,0,0,1290885
"739",0,1,0,1,0,0,0,0,1543087
"740",1,0,0,1,0,0,0,0,764546
"741",1,0,0,1,0,0,0,0,2349329
"742",1,0,0,1,0,0,0,0,2530360
"743",1,0,0,1,0,0,0,0,3170295
"744",1,0,0,0,1,0,0,0,1158657
"745",1,0,0,1,0,0,0,0,2865626
"746",1,0,0,1,0,0,0,0,2005810
"747",0,0,1,0,0,0,0,0,2341950
"748",1,0,0,1,0,0,0,0,3965337
"749",1,1,0,0,0,0,1,1,801215
"750",2,0,0,2,0,0,0,0,1744641
"751",2,0,0,2,0,0,0,0,3321829
"752",1,0,0,1,0,0,0,0,672619
"753",1,0,0,1,0,0,0,0,702236
"754",1,0,0,1,0,0,0,0,4133995
"755",1,0,0,1,0,0,0,0,1511165
"756",1,0,0,1,0,0,0,0,4722384
"757",1,0,0,1,0,0,0,0,3442054
"758",1,0,0,1,0,0,0,0,1323282
"759",1,0,0,0,1,0,0,0,4268723
"760",2,0,0,2,0,0,0,0,3821798
"761",1,0,0,1,0,0,0,0,2325595
"762",0,1,0,1,0,0,0,0,4903129
"763",1,0,0,1,0,0,0,0,1424568
"764",0,0,1,0,0,0,0,0,86857
"765",3,0,0,3,0,0,0,0,3238367
"766",1,1,0,2,0,0,0,0,4168169
"767",1,0,0,1,0,0,0,0,582535
"768",2,0,0,2,0,0,0,0,2740666
"769",1,0,0,1,0,0,0,0,161626
"770",7,0,0,6,1,0,0,0,567863
"771",1,0,0,1,0,0,0,0,2441962
"772",1,0,0,1,0,0,0,0,4100343
"773",2,0,0,2,0,0,0,0,734923
"774",1,0,0,1,0,0,0,0,2848904
"775",3,0,0,3,0,0,0,0,4534125
"776",1,0,0,1,0,0,0,0,2719051
"777",1,0,0,1,0,0,0,0,2251402
"778",3,0,0,3,0,0,0,0,1631326
"779",2,0,0,2,0,0,0,0,1462808
"780",1,0,0,1,0,0,0,0,4179170
"781",2,0,0,2,0,0,0,0,3312403
"782",2,0,0,2,0,0,0,0,1692868
"783",1,0,0,1,0,0,0,0,1202188
"784",1,0,0,1,0,0,0,0,2980826
"785",1,0,0,1,0,0,0,0,3327764
"786",2,0,0,2,0,0,0,0,2133018
"787",2,0,0,2,0,0,0,0,1947351
"788",1,0,0,1,0,0,0,0,2930086
"789",0,0,1,0,0,0,0,0,934699
"790",0,0,1,0,0,0,0,0,2119141
"791",0,1,0,1,0,0,0,0,635859
"792",1,0,0,0,1,0,0,0,1729320
"793",2,0,0,2,0,0,0,0,1569164
"794",1,0,0,1,0,0,0,0,3413062
"795",2,0,0,2,0,0,0,0,86979
"796",2,0,0,2,0,0,0,0,756158
"797",3,0,0,3,0,0,0,0,2880267
"798",3,0,0,3,0,0,0,0,4320185
"799",1,0,0,1,0,0,0,0,2971109
"800",1,0,0,1,0,0,0,0,281640
"801",1,0,0,1,0,0,0,0,40978
"802",1,0,0,1,0,0,0,0,1169804
"803",1,0,0,0,1,0,0,0,3664827
"804",1,0,0,1,0,0,0,0,3981020
"805",1,0,0,0,0,0,1,0,3488201
"806",2,0,0,1,1,0,0,0,2946039
"807",2,0,0,2,0,0,0,0,226662
"808",1,0,0,1,0,0,0,0,3024487
"809",1,0,0,0,0,0,1,0,1233335
"810",1,0,0,1,0,0,0,0,4257191
"811",2,0,0,2,0,0,0,0,4486218
"812",1,0,0,1,0,0,0,0,1998215
"813",1,0,0,0,1,0,0,0,1691266
"814",1,0,0,1,0,0,0,0,3163771
"815",1,0,0,1,0,0,0,0,1493463
"816",1,0,0,0,1,0,0,0,2245523
"817",1,0,0,1,0,0,0,0,3688590
"818",2,0,0,1,0,0,1,0,326370
"819",1,0,0,1,0,0,0,0,272536
"820",1,1,0,2,0,0,0,0,4966842
"821",1,1,0,1,0,0,1,0,1165960
"822",2,0,0,0,0,0,2,0,4875974
"823",1,0,0,0,0,0,1,0,4195908
"824",0,1,0,0,1,0,0,0,4066740
"825",1,0,0,0,0,0,1,0,3861570
"826",1,0,0,0,0,0,1,0,383662
"827",5,0,0,5,0,0,0,0,630947
"828",1,1,0,2,0,0,0,0,3022781
"829",1,0,0,1,0,0,0,0,4006140
"830",1,0,0,0,0,1,0,0,2701015
"831",1,0,0,1,0,0,0,0,4713215
"832",2,0,0,1,0,0,1,0,3138875
"833",2,0,0,1,0,0,1,0,3704569
"834",1,0,0,1,0,0,0,0,3043463
"835",1,0,0,1,0,0,0,0,1238347
"836",2,0,0,0,0,0,2,0,2327090
"837",1,0,0,1,0,0,0,0,1599880
"838",1,0,0,0,0,0,1,0,922538
"839",1,0,0,0,0,0,1,0,807631
"840",1,0,0,0,1,0,0,0,1963233
"841",1,0,0,1,0,0,0,0,2848549
"842",1,0,0,1,0,0,0,0,2920699
"843",1,0,0,1,0,0,0,0,1536596
"844",1,0,0,0,0,0,1,0,1779546
"845",1,0,0,0,0,0,1,0,688060
"846",0,1,0,1,0,0,0,0,402108
"847",1,0,0,0,1,0,0,0,2797135
"848",1,0,0,1,0,0,0,0,1372151
"849",1,0,0,1,0,0,0,0,291185
"850",1,0,0,1,0,0,0,0,1667018
"851",1,0,0,0,1,0,0,0,4576349
"852",1,0,0,1,0,0,0,0,4705183
"853",1,0,0,0,1,0,0,0,2678368
"854",4,0,0,3,0,0,1,0,1112685
"855",2,0,0,2,0,0,0,0,1460232
"856",2,0,0,2,0,0,0,0,3178972
"857",1,0,0,1,0,0,0,0,3286083
"858",1,0,0,0,1,0,0,0,452862
"859",1,0,0,0,0,0,1,0,2762469
"860",1,0,0,0,1,0,0,0,2132932
"861",1,0,0,1,0,0,0,0,3441262
"862",1,0,0,0,0,0,1,0,2852714
"863",1,0,0,1,0,0,0,0,4377406
"864",2,0,0,2,0,0,0,0,3535783
"865",1,0,0,0,1,0,0,0,1049901
"866",2,0,0,1,0,0,1,0,624911
"867",3,0,0,3,0,0,0,0,3051319
"868",1,0,0,1,0,0,0,0,2061235
"869",1,0,0,0,0,0,1,0,1252213
"870",3,0,0,1,1,0,1,0,43524
"871",1,0,0,1,0,0,0,0,758122
"872",2,0,0,1,0,0,1,0,4511695
"873",1,0,0,1,0,0,0,0,775108
"874",2,0,0,0,2,0,0,0,4503206
"875",1,0,0,0,1,0,0,0,3407806
"876",1,0,0,0,0,0,1,0,1620471
"877",1,0,0,1,0,0,0,0,1907720
"878",1,0,0,1,0,0,0,0,3680123
"879",1,0,0,0,1,0,0,0,4134436
"880",1,0,0,0,1,0,0,0,2826160
"881",1,0,0,0,1,0,0,0,1569412
"882",1,0,0,1,0,0,0,0,4989304
"883",1,0,0,0,0,0,1,0,1825856
"884",2,0,0,2,0,0,0,0,1044363
"885",1,0,0,0,0,0,1,0,66886
"886",1,0,0,1,0,0,0,0,1726419
"887",2,0,0,0,0,0,2,0,2440194
"888",2,0,0,1,0,0,1,0,4837076
"889",2,0,0,2,0,0,0,0,3578197
"890",1,0,0,1,0,0,0,0,4704321
"891",1,0,0,0,1,0,0,0,2773358
"892",1,0,0,0,0,0,1,0,2676218
"893",2,2,0,4,0,0,0,0,2458253
"894",1,0,0,1,0,0,0,0,4851434
"895",2,0,0,2,0,0,0,0,971037
"896",1,0,0,1,0,0,0,0,1241423
"897",1,0,0,1,0,0,0,0,697789
"898",1,0,0,0,0,0,1,0,3021313
"899",1,0,0,1,0,0,0,0,3588358
"900",2,0,0,2,0,0,0,0,3527167
"901",1,0,0,1,0,0,0,0,2621732
"902",2,0,0,1,0,0,1,0,3331867
"903",2,0,0,2,0,0,0,0,4091767
"904",5,0,0,4,0,0,0,1,2948423
"905",3,0,0,3,0,0,0,0,4247948
"906",1,0,0,1,0,0,0,0,2142205
"907",1,0,0,1,0,0,0,0,4599893
"908",1,0,0,1,0,0,0,0,1832560
"909",1,0,0,1,0,0,0,0,4073248
"910",1,0,0,1,0,0,0,0,2860805
"911",2,0,0,1,1,0,0,0,1931184
"912",3,1,0,3,0,0,1,0,3926949
"913",1,0,0,0,1,0,0,0,352651
"914",1,0,0,1,0,0,0,0,1124434
"915",1,0,0,1,0,0,0,0,2177079
"916",2,0,0,2,0,0,0,0,3868516
"917",5,0,0,4,0,0,0,1,1723433
"918",1,0,0,1,0,0,0,0,2162574
"919",1,0,0,1,0,0,0,0,3407730
"920",1,0,0,0,0,0,1,0,4604653
"921",4,0,0,1,0,0,2,1,4560316
"922",1,0,0,1,0,0,0,0,3498811
"923",0,1,0,0,0,0,1,0,432030
"924",2,0,0,2,0,0,0,0,3086596
"925",5,0,0,4,0,0,0,1,2362018
"926",5,0,0,4,0,0,0,1,3273917
"927",1,0,0,1,0,0,0,0,4215400
"928",2,0,0,2,0,0,0,0,3765687
"929",0,1,0,0,0,0,1,0,1352371
"930",2,0,0,2,0,0,0,0,914389
"931",0,0,1,0,0,0,0,0,3411201
"932",0,0,1,0,0,0,0,0,4046668
"933",0,0,1,0,0,0,0,0,4773314
"934",0,0,1,0,0,0,0,0,2180343
"935",0,0,1,0,0,0,0,0,2468124
"936",0,0,1,0,0,0,0,0,807499
"937",0,0,1,0,0,0,0,0,1164561
"938",0,0,1,0,0,0,0,0,1160629
"939",0,0,1,0,0,0,0,0,3336712
"940",0,0,1,0,0,0,0,0,308510
"941",0,0,1,0,0,0,0,0,1105789
"942",0,0,1,0,0,0,0,0,2096596
"943",0,0,1,0,0,0,0,0,1000240
"944",0,0,1,0,0,0,0,0,2444043
"945",0,0,1,0,0,0,0,0,351756
"946",0,0,1,0,0,0,0,0,3011848
"947",0,0,1,0,0,0,0,0,1312790
"948",0,0,1,0,0,0,0,0,345653
"949",0,0,1,0,0,0,0,0,4482741
"950",0,0,1,0,0,0,0,0,3451308
"951",0,0,1,0,0,0,0,0,4232316
"952",0,0,1,0,0,0,0,0,1904215
"953",0,0,1,0,0,0,0,0,2380776
"954",0,0,1,0,0,0,0,0,470782
"955",0,0,1,0,0,0,0,0,566337
"956",0,0,1,0,0,0,0,0,175767
"957",0,0,1,0,0,0,0,0,3036109
"958",0,0,1,0,0,0,0,0,1432342
"959",0,0,1,0,0,0,0,0,1092857
"960",0,0,1,0,0,0,0,0,3996766
"961",0,0,1,0,0,0,0,0,4329810
"962",0,0,1,0,0,0,0,0,1710121
"963",0,0,1,0,0,0,0,0,2345460
"964",0,0,1,0,0,0,0,0,2782545
"965",0,0,1,0,0,0,0,0,257208
"966",0,0,1,0,0,0,0,0,1101153
"967",0,0,1,0,0,0,0,0,2383644
"968",0,0,1,0,0,0,0,0,4813521
"969",0,0,1,0,0,0,0,0,3306833
"970",0,0,1,0,0,0,0,0,963906
"971",0,0,1,0,0,0,0,0,4301587
"972",0,0,1,0,0,0,0,0,703103
"973",0,0,1,0,0,0,0,0,4326043
"974",0,0,1,0,0,0,0,0,127160
"975",0,0,1,0,0,0,0,0,5657
"976",0,0,1,0,0,0,0,0,3559478
"977",0,0,1,0,0,0,0,0,1398590
"978",0,0,1,0,0,0,0,0,3031490
"979",0,0,1,0,0,0,0,0,1963555
"980",0,0,1,0,0,0,0,0,1576661
"981",0,0,1,0,0,0,0,0,4040068
"982",0,0,1,0,0,0,0,0,4517323
"983",0,0,1,0,0,0,0,0,3629869
"984",0,0,1,0,0,0,0,0,2555474
"985",0,0,1,0,0,0,0,0,4296266
"986",0,0,1,0,0,0,0,0,3320500
"987",0,0,1,0,0,0,0,0,2047554
"988",0,0,1,0,0,0,0,0,304679
"989",0,0,1,0,0,0,0,0,1284468
"990",0,0,1,0,0,0,0,0,1794425
"991",0,0,1,0,0,0,0,0,4427613
"992",0,0,1,0,0,0,0,0,2877760
"993",0,0,1,0,0,0,0,0,826977
"994",0,0,1,0,0,0,0,0,4525713
"995",0,0,1,0,0,0,0,0,3435261
"996",0,0,1,0,0,0,0,0,3501928
"997",0,0,1,0,0,0,0,0,2208042
"998",0,0,1,0,0,0,0,0,1825827
"999",0,0,1,0,0,0,0,0,2456477
"1000",1,0,0,1,0,0,0,0,1383232
"1001",1,0,0,0,0,0,1,0,2908197
"1002",0,1,0,1,0,0,0,0,331336
"1003",1,0,0,1,0,0,0,0,4479999
"1004",3,0,2,2,0,1,0,0,3373229
"1005",1,0,1,1,0,0,1,0,4822163
"1006",0,0,1,0,0,0,0,0,2102243
"1007",1,0,0,1,0,0,0,0,3065583
"1008",1,0,0,0,0,0,1,0,3912702
"1009",1,0,0,1,0,0,0,0,1649173
"1010",2,1,0,2,0,0,1,0,3261206
"1011",1,0,0,0,0,0,1,0,1326293
"1012",1,0,1,0,0,0,0,0,2970947
"1013",2,0,0,2,0,0,0,0,2274713
"1014",2,0,4,1,0,0,1,0,3824234
"1015",1,0,0,1,0,0,0,0,4304940
"1016",1,0,0,1,0,0,0,0,3060043
"1017",1,0,0,1,0,0,0,0,3661554
"1018",1,0,0,1,0,0,0,0,4527840
"1019",1,0,0,1,0,0,0,0,4553100
"1020",1,0,0,1,0,0,0,0,3839711
"1021",3,0,0,2,0,0,1,0,2405182
"1022",1,0,0,1,0,0,0,0,365671
"1023",1,0,0,1,0,0,0,0,3185943
"1024",0,0,1,0,0,0,0,0,2527774
"1025",3,0,0,0,0,1,2,0,2878887
"1026",1,0,0,0,0,0,1,0,3606462
"1027",1,0,0,1,0,0,0,0,3050644
"1028",2,0,0,1,0,0,1,0,1302837
"1029",1,0,0,1,0,0,0,0,1434278
"1030",1,0,0,1,0,0,0,0,4924384
"1031",1,0,0,1,0,0,0,0,1582446
"1032",1,0,0,1,0,0,0,0,4921629
"1033",1,0,0,0,1,0,0,0,3475224
"1034",1,1,0,1,1,0,0,0,1785277
"1035",1,0,0,0,0,0,1,0,2411140
"1036",1,0,0,1,0,0,0,0,2861744
"1037",1,0,0,1,0,0,0,0,2822655
"1038",1,0,0,1,0,0,0,0,2995361
"1039",1,0,0,1,0,0,0,0,771384
"1040",1,0,0,1,0,0,0,0,1735565
"1041",1,0,0,1,0,0,0,0,2400760
"1042",2,0,0,2,0,0,0,0,2825242
"1043",1,0,0,1,0,0,0,0,2364730
"1044",1,0,0,1,0,0,0,0,4665849
"1045",1,0,0,1,0,0,0,0,1132537
"1046",0,0,1,0,0,0,0,0,2684299
"1047",0,0,1,0,0,0,0,0,4736893
"1048",0,0,1,0,0,0,0,0,593920
"1049",0,0,1,0,0,0,0,0,1802211
"1050",0,0,1,0,0,0,0,0,58493
"1051",0,0,1,0,0,0,0,0,2072733
"1052",0,0,1,0,0,0,0,0,1118148
"1053",0,0,1,0,0,0,0,0,4892328
"1054",0,0,1,0,0,0,0,0,1121067
"1055",0,0,1,0,0,0,0,0,1951978
"1056",0,0,1,0,0,0,0,0,3527605
"1057",0,0,1,0,0,0,0,0,4393290
"1058",1,0,0,0,0,0,1,0,2988458
"1059",1,0,0,0,0,0,1,0,906822
"1060",1,0,0,0,1,0,0,0,4281500
"1061",1,1,0,1,0,0,1,0,897028
"1062",1,0,0,0,0,0,1,0,3719058
"1063",2,0,0,2,0,0,0,0,3366731
"1064",1,0,0,0,0,0,1,0,3821678
"1065",1,0,0,0,1,0,0,0,3359913
"1066",1,0,0,0,0,1,0,0,1430940
"1067",1,0,0,0,0,0,1,0,4166768
"1068",1,1,0,2,0,0,0,0,1996536
"1069",1,0,0,0,1,0,0,0,757546
"1070",1,0,0,0,0,0,1,0,41922
"1071",1,0,0,1,0,0,0,0,2562762
"1072",1,0,0,1,0,0,0,0,2839423
"1073",1,0,0,0,0,0,1,0,4007767
"1074",1,0,0,0,0,1,0,0,755772
"1075",3,0,0,2,0,0,1,0,4228048
"1076",2,0,0,0,0,0,2,0,3876692
"1077",1,0,0,0,1,0,0,0,4725825
"1078",1,0,0,0,0,0,1,0,3012420
"1079",1,0,0,1,0,0,0,0,1078861
"1080",2,0,0,0,0,0,2,0,2963261
"1081",3,0,0,1,0,0,2,0,2675970
"1082",1,0,0,0,0,0,1,0,4078691
"1083",1,0,0,0,1,0,0,0,711486
"1084",1,0,0,1,0,0,0,0,1451814
"1085",1,0,0,1,0,0,0,0,1393137
"1086",2,0,0,1,1,0,0,0,4394383
"1087",2,0,0,1,0,0,0,0,1322280
"1088",1,0,0,0,1,0,0,0,989283
"1089",1,0,0,0,0,1,0,0,825948
"1090",6,0,0,6,0,0,0,0,4820679
"1091",3,0,0,2,0,0,1,0,3919036
"1092",1,0,0,0,0,0,1,0,4733522
"1093",1,0,0,0,0,0,1,0,2981339
"1094",1,0,0,0,0,0,1,0,4835211
"1095",1,0,0,0,0,0,1,0,237320
"1096",1,0,0,1,0,0,0,0,2738226
"1097",1,0,0,0,0,0,1,0,2154467
"1098",1,0,0,0,1,0,0,0,1539375
"1099",1,0,0,1,0,0,0,0,4563433
"1100",1,0,0,0,1,0,0,0,797441
"1101",1,0,0,0,0,0,1,0,4759784
"1102",1,0,0,0,0,0,1,0,4698373
"1103",1,0,0,0,0,0,1,0,2104711
"1104",1,0,0,0,1,0,0,0,3627325
"1105",1,0,0,0,0,0,1,0,4659616
"1106",2,0,0,1,1,0,0,0,381516
"1107",2,0,0,2,0,0,0,0,158206
"1108",2,0,0,0,0,1,1,0,3930852
"1109",1,0,0,0,0,0,1,0,3955282
"1110",1,0,0,1,0,0,0,0,296581
"1111",1,0,0,0,0,0,1,0,1202832
"1112",1,0,0,1,0,0,0,0,1710231
"1113",1,0,0,1,0,0,0,0,1999784
"1114",1,0,0,1,0,0,0,0,3975872
"1115",1,0,0,1,0,0,0,0,3867697
"1116",1,0,0,0,0,0,1,0,4224929
"1117",0,1,0,0,0,1,0,0,1337491
"1118",1,0,0,0,0,0,1,0,2218153
"1119",1,0,0,1,0,0,0,0,1212276
"1120",1,0,0,1,0,0,0,0,804435
"1121",1,0,0,1,0,0,0,0,2264817
"1122",1,0,0,0,0,0,1,0,2063558
"1123",2,0,0,0,0,0,2,0,3563692
"1124",1,0,0,0,0,0,1,0,1258054
"1125",1,0,0,0,0,0,1,0,1624929
"1126",3,0,0,2,0,0,1,0,2345698
"1127",1,0,0,1,0,0,0,0,2844226
"1128",2,0,0,0,2,0,0,0,3570618
"1129",1,0,0,0,0,0,1,0,3471876
"1130",1,0,0,1,0,0,0,0,1390087
"1131",1,0,0,1,0,0,0,0,3100054
"1132",1,0,0,0,1,0,0,0,3124054
"1133",1,0,0,0,0,0,1,0,803357
"1134",3,0,0,2,0,0,1,0,1678002
"1135",1,0,0,0,0,0,1,0,1004434
"1136",1,0,0,1,0,0,0,0,4655701
"1137",1,0,0,0,0,0,1,0,1435567
"1138",3,0,0,2,0,0,1,0,2119656
"1139",2,0,0,0,1,0,1,0,3032658
"1140",1,0,0,0,0,0,1,0,4354417
"1141",1,0,1,0,0,0,1,0,4878705
"1142",1,0,0,0,0,0,1,0,704876
"1143",1,0,0,0,1,0,0,0,555154
"1144",2,0,0,1,0,1,0,0,4933579
"1145",1,0,0,0,0,0,1,0,684877
"1146",1,0,0,0,0,0,1,0,2416870
"1147",1,0,0,0,0,0,1,0,284179
"1148",2,0,0,2,0,0,0,0,1406149
"1149",2,0,0,1,0,0,1,0,4333486
"1150",6,0,0,6,0,0,0,0,2028875
"1151",1,0,0,1,0,0,0,0,420107
"1152",1,0,0,1,0,0,0,0,1063833
"1153",1,0,0,1,0,0,0,0,1771531
"1154",1,0,0,0,1,0,0,0,713691
"1155",1,0,0,0,1,0,0,0,4769600
"1156",2,0,0,2,0,0,0,0,842632
"1157",1,0,0,0,1,0,0,0,1599959
"1158",6,0,0,6,0,0,0,0,1636988
"1159",1,0,0,0,0,0,1,0,3874953
"1160",1,0,0,0,1,0,0,0,4908132
"1161",2,0,0,2,0,0,0,0,4579059
"1162",1,0,0,1,0,0,0,0,146130
"1163",1,0,0,0,1,0,0,0,4257989
"1164",1,0,0,0,0,0,1,0,1459702
"1165",1,0,0,1,0,0,0,0,4463319
"1166",2,0,0,0,0,0,2,0,588910
"1167",2,0,0,0,2,0,0,0,1551000
"1168",1,0,0,0,0,0,1,0,3446814
"1169",0,1,0,0,1,0,0,0,3419521
"1170",2,0,0,1,1,0,0,0,2563893
"1171",1,0,0,0,1,0,0,0,1496334
"1172",6,0,0,6,0,0,0,0,4224264
"1173",1,0,0,1,0,0,0,0,3725466
"1174",1,0,1,1,0,0,0,0,2085247
"1175",2,0,0,1,0,0,1,0,4446044
"1176",3,0,0,3,0,0,0,0,4420582
"1177",1,0,0,0,0,1,0,0,934041
"1178",1,0,0,0,1,0,0,0,3757544
"1179",1,0,0,0,0,1,0,0,4228006
"1180",1,0,0,1,0,0,0,0,3195294
"1181",1,0,0,0,0,0,1,0,4725046
"1182",1,0,0,1,0,0,0,0,4144382
"1183",1,0,0,1,0,0,0,0,2671913
"1184",0,1,0,1,0,0,0,0,3123288
"1185",1,0,0,1,0,0,0,0,4036410
"1186",1,0,0,1,0,0,0,0,2134377
"1187",1,0,0,0,0,0,1,0,4065555
"1188",1,0,0,0,0,0,1,0,2492124
"1189",1,0,0,0,0,1,0,0,967107
"1190",1,0,0,1,0,0,0,0,4630635
"1191",3,0,0,0,0,1,2,0,285717
"1192",1,0,1,1,0,0,0,0,4955092
"1193",1,0,0,1,0,0,0,0,2841638
"1194",2,0,0,0,0,1,1,0,4044967
"1195",1,0,0,0,0,1,0,0,353420
"1196",1,0,0,0,0,0,1,0,2621423
"1197",1,0,0,1,0,0,0,0,2730440
"1198",2,0,0,0,0,0,2,0,4354913
"1199",1,0,0,0,0,0,1,0,2254266
"1200",1,0,0,0,1,0,0,0,4263642
"1201",1,0,0,1,0,0,0,0,1799675
"1202",1,0,0,1,0,0,0,0,4389768
"1203",1,0,0,0,0,0,1,0,2826199
"1204",1,0,0,0,1,0,0,0,4200063
"1205",1,0,0,0,0,0,1,0,2083640
"1206",1,0,0,1,0,0,0,0,4124049
"1207",1,0,0,0,1,0,0,0,725628
"1208",2,0,0,1,0,0,1,0,2448410
"1209",1,0,0,1,0,0,0,0,460293
"1210",1,0,0,0,0,1,0,0,298165
"1211",1,0,0,1,0,0,0,0,1002126
