"","City","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender","income"
"633","chicago",2012-04-04,"N","U","L","U","U",NA,"1",1,"L","F","Chicago Police Department",4,4,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",0,0,2,0,0,1,0,"l","F",20175
"634","chicago",2010-10-05,"F","U","B","M","44.0",NA,"5.0",1,"B","M","Chicago Police Department",10,3,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",44,3,1,0,0,5,1,"b","M",20175
"635","chicago",NA,"N","U","B","M","30-39",NA,"10.0",1,"B","M","Chicago Police Department",0,0,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",30,2,0,0,0,10,1,"b","M",20175
"636","chicago",NA,"F","Y","B","M","50-59",NA,"2.0",1,"L","M","Chicago Police Department",0,0,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",50,3,0,0,0,2,1,"l","M",20175
"637","chicago",2013-06-07,"N","U","B","M","20-29",NA,"1",1,"B","M","Chicago Police Department",6,6,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,3,0,0,1,0,"b","M",20175
"638","chicago",2016-12-05,"N","Y","B","M","31.0",NA,"1.0",8,"W;W;W;W;W;W;W;L","M;M;M;M;M;M;M;M;M","Chicago Police Department",12,2,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",31,2,2,0,1,1,0,"w","M",20175
"639","chicago",NA,"N","U","L","M","20-29",NA,"1",1,"W","M","Chicago Police Department",0,0,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,0,0,0,1,0,"w","M",20175
"640","chicago",2014-12-10,"F","U","B","M","20-29",NA,"5.0",1,"L","M","Chicago Police Department",12,4,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,2,0,0,5,1,"l","M",20175
"641","chicago",2014-07-12,"N","U","W","U","U",NA,"7.0",1,"W","M","Chicago Police Department",7,7,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",0,0,3,1,0,7,1,"w","M",20175
"642","chicago",NA,"N","U","B","M","20-29",NA,"1",3,"B;W;L","M;M;M","Chicago Police Department",0,0,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,0,0,1,1,0,"b","M",20175
"643","chicago",2012-10-12,"U","U","L","M","20-29",NA,"1",1,"W","M","Chicago Police Department",10,6,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,1,0,0,1,0,"w","M",20175
"644","chicago",NA,"F","N","B","M","20-29",NA,"4.0",1,"W","M","Chicago Police Department",0,0,3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W",6,"neither",20,2,0,0,0,4,1,"w","M",20175
"645","cincinnati",NA,"F","Y","B","M","U",NA,"1",1,"WHITE;ASIAN","MALE;MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"a","M",22947
"646","cincinnati",NA,"F","N","B","F","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"647","cincinnati",NA,"F","Y","B","M","U",NA,"1",1,"WHITE;WHITE;WHITE","MALE;FEMALE;MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"648","cincinnati",2015-09-05,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",9,7,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,4,1,0,1,0,"w","M",22947
"649","cincinnati",2014-05-08,"F","Y","B","M","U",NA,"1",1,"WHITE;WHITE","MALE;MALE","Cincinnati Police Department",5,5,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,3,0,0,1,0,"w","M",22947
"650","cincinnati",NA,"F","N","W","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"651","cincinnati",NA,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"652","cincinnati",NA,"F","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"653","cincinnati",NA,"U","U","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"654","cincinnati",2015-09-06,"F","Y","B","M","U",NA,"1",1,"BLACK","FEMALE","Cincinnati Police Department",9,1,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,4,1,0,1,0,"b","F",22947
"655","cincinnati",NA,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"656","cincinnati",NA,"F","Y","W","M","U",NA,"1",1,"BLACK;WHITE","MALE;MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"b","M",22947
"657","cincinnati",NA,"F","Y","W","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"658","cincinnati",2011-11-01,"N","Y","B","M","U",NA,"1",1,"BLACK","MALE","Cincinnati Police Department",11,3,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,1,0,0,1,0,"b","M",22947
"659","cincinnati",NA,"N","N","B","M","U",NA,"1",1,"BLACK","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"b","M",22947
"660","cincinnati",NA,"N","N","L","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"661","cincinnati",NA,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"662","cincinnati",2011-02-08,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",2,3,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,2,0,0,1,0,"w","M",22947
"663","cincinnati",2015-12-11,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",12,6,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,2,0,0,1,0,"w","M",22947
"664","cincinnati",2013-11-12,"N","N","B","M","U",NA,"1",1,"BLACK","FEMALE","Cincinnati Police Department",11,3,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,1,0,0,1,0,"b","F",22947
"665","cincinnati",NA,"N","N","B","M","U",NA,"1",1,"BLACK","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"b","M",22947
"666","cincinnati",NA,"F","Y","W","M","U",NA,"1",1,"WHITE;WHITE","MALE;MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"667","cincinnati",NA,"N","U","L","M","U",NA,"1",1,"BLACK","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"b","M",22947
"668","cincinnati",NA,"F","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"669","cincinnati",NA,"N","Y","B","M","U",NA,"1",1,"WHITE","MALE","Cincinnati Police Department",0,0,65,"ohio",298800,296943,63,774,20052,3860,14902,"39.1402°N 84.5058°W",2,"neither",0,0,0,0,0,1,0,"w","M",22947
"670","cleveland",1905-07-06,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,5,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"671","cleveland",1905-07-03,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"672","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"673","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"674","cleveland",1905-07-07,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,6,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"675","cleveland",1905-07-06,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,5,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"676","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"677","cleveland",1905-07-08,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,7,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"678","cleveland",1905-07-06,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,5,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"679","cleveland",1905-07-02,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"680","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"681","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"682","cleveland",1905-07-04,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"683","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"684","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"685","cleveland",1905-07-02,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"686","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"687","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"688","cleveland",1905-07-06,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,5,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"689","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"690","cleveland",1905-07-02,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"691","cleveland",1905-07-03,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"692","cleveland",1905-07-08,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,7,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"693","cleveland",1905-07-02,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"694","cleveland",1905-07-06,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,5,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"695","cleveland",1905-07-02,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"696","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"697","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"698","cleveland",1905-07-04,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"699","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"700","cleveland",1905-07-02,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,1,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,1,0,1,0,"u","U",24275
"701","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"702","cleveland",1905-07-03,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"703","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"704","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"705","cleveland",1905-07-05,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,4,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"706","cleveland",1905-07-07,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,6,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"707","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"708","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"709","cleveland",1905-07-07,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,6,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"710","cleveland",1905-07-03,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,2,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"711","cleveland",1905-07-04,"N","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"712","cleveland",1905-07-04,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"713","cleveland",1905-07-04,"F","U","U","U","U",NA,"1",1,"U","U","Cleveland Police Department",7,3,51,"ohio",385809,396815,277,777,20122,4965,19172,"41.4785°N 81.6794°W",3,"neither",0,0,3,0,0,1,0,"u","U",24275
"714","columbus",NA,"N","U","B","M","U",NA,"1",2,"B;W","M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"b","M",23020
"715","columbus",NA,"N","U","B","U","U",NA,"1",2,"W;W","M:M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"w","M",23020
"716","columbus",NA,"N","U","O","M","27.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",27,2,0,0,0,1,0,"w","M",23020
"717","columbus",NA,"N","U","B","M","20.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",20,2,0,0,0,1,0,"w","M",23020
"718","columbus",NA,"N","U","B","M","23.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",23,2,0,0,0,1,0,"w","M",23020
"719","columbus",NA,"F","U","B","M","27.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",27,2,0,0,0,1,0,"w","M",23020
"720","columbus",NA,"N","U","W","M","37.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",37,2,0,0,0,1,0,"w","M",23020
"721","columbus",2016-11-06,"N","U","W","M","37.0",NA,"1",1,"W","M","Columbus Police Department",11,1,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",37,2,1,1,0,1,0,"w","M",23020
"722","columbus",2012-06-03,"N","U","W","F","29.0",NA,"1",1,"W","M","Columbus Police Department",6,1,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",29,2,3,1,0,1,0,"w","M",23020
"723","columbus",2013-06-06,"N","U","B","M","27.0",NA,"1",1,"B","M","Columbus Police Department",6,5,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",27,2,3,0,0,1,0,"b","M",23020
"724","columbus",NA,"N","U","B","M","U",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,0,1,0,"w","M",23020
"725","columbus",2010-11-05,"N","U","W","M","24.0",NA,"1",1,"W","M","Columbus Police Department",11,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",24,2,1,0,0,1,0,"w","M",23020
"726","columbus",NA,"F","U","U","M","U",NA,"1",3,"U","U","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"u","U",23020
"727","columbus",2013-03-01,"N","U","B","M","26.0",NA,"1",1,"W","M","Columbus Police Department",3,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",26,2,2,0,0,1,0,"w","M",23020
"728","columbus",2014-03-01,"F","U","W","M","47.0",NA,"1",1,"A","M","Columbus Police Department",3,7,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",47,3,2,1,0,1,0,"a","M",23020
"729","columbus",NA,"N","U","W","M","47.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",47,3,0,0,0,1,0,"w","M",23020
"730","columbus",2013-02-12,"F","U","B","M","22.0",NA,"1",2,"W;W","M;M","Columbus Police Department",2,3,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",22,2,2,0,1,1,0,"w","M",23020
"731","columbus",2011-11-12,"N","U","W","M","15.0",NA,"1",2,"W;W","M;M","Columbus Police Department",11,7,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",15,1,1,1,1,1,0,"w","M",23020
"732","columbus",NA,"N","U","B","M","15.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",15,1,0,0,0,1,0,"w","M",23020
"733","columbus",2015-01-04,"N","U","B","M","25.0",NA,"1",3,"W;W;W","M;M;M","Columbus Police Department",1,1,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",25,2,1,1,1,1,0,"w","M",23020
"734","columbus",NA,"F","U","B","U","U",NA,"1",7,"W;W;B;W;W;W;W","M;M;M;M;M;M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"w","M",23020
"735","columbus",2014-10-10,"N","U","B","U","U",NA,"1",2,"W;W","M;M","Columbus Police Department",10,6,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,1,0,1,1,0,"w","M",23020
"736","columbus",NA,"N","U","U","U","U",NA,"1",2,"W;W","M;M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",0,0,0,0,1,1,0,"w","M",23020
"737","columbus",2011-06-08,"N","U","B","M","23.0",NA,"1",1,"U","U","Columbus Police Department",6,4,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",23,2,3,0,0,1,0,"u","U",23020
"738","columbus",2010-03-01,"N","U","B","M","46.0",NA,"1",1,"W","M","Columbus Police Department",3,2,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",46,3,2,0,0,1,0,"w","M",23020
"739","columbus",NA,"F","U","B","M","21.0",NA,"1",1,"W","F","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",21,2,0,0,0,1,0,"w","F",23020
"740","columbus",NA,"N","U","B","M","21.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",21,2,0,0,0,1,0,"w","M",23020
"741","columbus",NA,"F","U","B","M","25.0",NA,"1",1,"W","M","Columbus Police Department",0,0,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",25,2,0,0,0,1,0,"w","M",23020
"742","columbus",2013-07-04,"N","U","B","M","22.0",NA,"1",1,"W","M","Columbus Police Department",7,5,14,"ohio",860090,787033,928,2185,56592,3936,15202,"39.9852°N 82.9848°W",2,"neither",22,2,3,0,0,1,0,"w","M",23020
