"City","id","Date","Fatal","SubjectArmed","SubjectRace","SubjectGender","SubjectAge","NatureOfStop","NumberOfShots","NumberOfOfficers","OfficerRace","OfficerGender","Department","Month","Day","rank2016","state","estimate2016","census2010","change","sq_mi","sq_km","pop_density1","pop_density2","location","pop_density_size","coast","NewAge","AgeGroup","Seasons","Weekend","MoreThanOneOfficer","ShotsClean","MoreThanOneShot","mainOfficerRace","mainOfficerGender"
"chicago",2693837,NA,"U","U","L","M","20-29",NA,"1",3,"W;W;W","M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,1,1,0,"w","M"
"chicago",218540,"2010-05-07","N","U","B","M","20-29",NA,"1.0",1,"W","M","Chicago Police Department","5","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",0,0,1,0,"w","M"
"chicago",4310928,NA,"N","U","B","M","0-19",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",827165,"2016-10-09","F","Y","L","U","U","Crime","10.0",2,"B;B","M;F","Chicago Police Department","10","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",1,1,10,1,"b","F"
"chicago",3686306,NA,"N","U","B","M","27.0",NA,"2.0",4,"L;W;W;L","F;M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",27,2,"0",0,1,2,1,"l","M"
"chicago",1666964,"2011-01-09","N","U","B","U","U",NA,"1",2,"W;B","M;M","Chicago Police Department","1","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",1,1,1,0,"b","M"
"chicago",4708773,NA,"N","U","B","M","40-49",NA,"2.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,0,2,1,"w","M"
"chicago",1890069,NA,"N","U","B","M","15.0",NA,"11.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",15,1,"0",0,0,11,1,"b","M"
"chicago",378485,NA,"N","U","B","M","20-29",NA,"3.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,3,1,"b","M"
"chicago",1840604,NA,"N","U","L","M","20-29",NA,"1.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"w","M"
"chicago",2493323,NA,"N","U","B","M","20-29",NA,"1",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"b","M"
"chicago",1255095,"2011-05-06","N","U","B","M","34.0",NA,"5.0",2,"L;W","F;F","Chicago Police Department","5","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",34,2,"3",0,1,5,1,"l","F"
"chicago",3115540,"2012-07-03","N","U","B","M","20-29",NA,"1",1,"B","M","Chicago Police Department","7","3",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",0,0,1,0,"b","M"
"chicago",3279125,"2014-01-01","N","U","B","M","20-29",NA,"2.0",1,"L","M","Chicago Police Department","1","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"1",0,0,2,1,"l","M"
"chicago",830317,NA,"N","U","L","U","U",NA,"34.0",2,"L;W","M;F","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,34,1,"l","F"
"chicago",3692303,"2016-06-12","N","Y","B","M","20.0","Suspicious person","1.0",1,"W","M","Chicago Police Department","6","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",1,0,1,0,"w","M"
"chicago",2635895,NA,"F","N","B","M","40.0",NA,"4.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,0,4,1,"b","M"
"chicago",89183,NA,"N","U","W","F","20-29",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"w","M"
"chicago",4930151,NA,"F","Y","B","M","0-19",NA,"2.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,2,1,"w","M"
"chicago",836508,"2013-03-07","U","U","W","F","U",NA,"1",1,"W","F","Chicago Police Department","3","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,1,0,"w","F"
"chicago",592520,"2012-08-01","N","U","L","M","40-49",NA,"1.0",1,"W","M","Chicago Police Department","8","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"4",0,0,1,0,"w","M"
"chicago",2889243,NA,"F","U","L","U","U",NA,"9.0",3,"L;W;W","M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,9,1,"w","M"
"chicago",1844821,NA,"F","U","B","M","16.0",NA,"3.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",16,1,"0",0,0,3,1,"b","M"
"chicago",1710878,NA,"N","Y","B","U","U","Stolen vehicle","4;14;16",3,"W;L;L","M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,34,1,"l","M"
"chicago",2970520,"2010-02-11","F","U","B","M","21.0",NA,"12.0",1,"W","M","Chicago Police Department","2","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",21,2,"2",0,0,12,1,"w","M"
"chicago",4237726,NA,"N","U","B","M","20-29",NA,"1",1,"L","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"l","M"
"chicago",2603616,"2013-01-11","U","U","W","M","40-49",NA,"1",1,"W","M","Chicago Police Department","1","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"1",0,0,1,0,"w","M"
"chicago",2992564,NA,"N","Y","B","M","27.0","Robbery","14.0",2,"U;W","M;F","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",27,2,"0",0,1,14,1,"u","F"
"chicago",1419789,NA,"N","U","B","M","20-29",NA,"1",0,"U","U","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"u","U"
"chicago",3703183,NA,"N","U","B","U","U",NA,"10.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,10,1,"b","M"
"chicago",1803352,"2012-08-07","F","U","B","M","19.0",NA,"5.0",1,"W","M","Chicago Police Department","8","3",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",19,1,"4",0,0,5,1,"w","M"
"chicago",405226,"2012-10-12","N","U","B","M","0-19",NA,"1",1,"L","M","Chicago Police Department","10","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",0,0,1,0,"l","M"
"chicago",3393183,"2015-01-10","N","U","B","M","20-29",NA,"1",1,"W","M","Chicago Police Department","1","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"1",1,0,1,0,"w","M"
"chicago",3089184,NA,"F","U","B","M","20-29",NA,"2.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,2,1,"w","M"
"chicago",1269119,"2011-12-03","N","U","B","M","U",NA,"10.0",2,"B;B","M;M","Chicago Police Department","12","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",1,1,10,1,"b","M"
"chicago",1798407,NA,"N","U","L","U","U",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",1084230,"2015-09-09","N","U","B","F","30-39",NA,"1",1,"B","M","Chicago Police Department","9","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"4",0,0,1,0,"b","M"
"chicago",4127748,NA,"N","Y","B","M","U","Crime","5.0",1,"B","U","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,5,1,"b","U"
"chicago",2719709,NA,"N","U","B","M","20-29",NA,"1",1,"L","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"l","M"
"chicago",2796978,"2012-10-09","N","U","B","M","20-29",NA,"4.0",1,"W","M","Chicago Police Department","10","3",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"1",0,0,4,1,"w","M"
"chicago",3838189,"2010-07-07","N","U","B","M","20-29",NA,"7.0",2,"W;W","M;F","Chicago Police Department","7","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",0,1,7,1,"w","F"
"chicago",3207606,NA,"F","U","B","M","18.0",NA,"8.0",2,"L;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",18,1,"0",0,1,8,1,"l","M"
"chicago",1443658,"2011-03-07","N","U","B","M","0-19",NA,"1",1,"W","M","Chicago Police Department","3","2",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,1,0,"w","M"
"chicago",3765150,NA,"N","U","B","M","17.0",NA,"11.0",2,"B;B","F;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",17,1,"0",0,1,11,1,"b","F"
"chicago",4473149,NA,"F","Y","B","M","26.0","Crime","12.0",2,"W;L","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",26,2,"0",0,1,12,1,"l","M"
"chicago",253406,"2011-04-01","N","U","B","U","U",NA,"5.0",1,"A","M","Chicago Police Department","4","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,5,1,"a","M"
"chicago",3568149,NA,"N","U","B","M","32.0",NA,"2.0",2,"W;L","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",32,2,"0",0,1,2,1,"l","M"
"chicago",3169101,NA,"F","U","B","U","U",NA,"1",2,"W;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,1,0,"w","M"
"chicago",2266212,"2013-07-09","F","N","B","M","20-29",NA,"1.0",2,"W;L","M;M","Chicago Police Department","7","3",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",0,1,1,0,"l","M"
"chicago",495963,NA,"N","U","B","M","0-19",NA,"1",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"b","M"
"chicago",426005,"2011-08-06","N","U","B","M","U",NA,"2.0",1,"L","M","Chicago Police Department","8","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"4",1,0,2,1,"l","M"
"chicago",1870293,NA,"U","U","W","M","40-49",NA,"1",1,"A","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,0,1,0,"a","M"
"chicago",1218510,"2010-04-08","N","U","B","U","U",NA,"17.0",4,"B;B;B;B","M;M;M;M","Chicago Police Department","4","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,1,17,1,"b","M"
"chicago",1568310,NA,"N","U","L","M","20-29",NA,"10.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,10,1,"w","M"
"chicago",1569838,"2016-07-07","N","Y","B","M","22.0","Suspect","1.0",1,"L","M","Chicago Police Department","7","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",22,2,"3",0,0,1,0,"l","M"
"chicago",1210729,NA,"N","U","B","M","20-29",NA,"3.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,3,1,"w","M"
"chicago",3735122,"2014-11-06","N","U","W","M","30-39",NA,"1",2,"W;L","M;M","Chicago Police Department","11","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"1",0,1,1,0,"l","M"
"chicago",4024993,NA,"N","U","L","M","40-49",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,0,1,0,"w","M"
"chicago",4921854,"2010-04-12","F","U","B","M","30.0",NA,"1.0",2,"B;B","F;F","Chicago Police Department","4","2",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"2",0,1,1,0,"b","F"
"chicago",4113060,NA,"N","U","B","M","U",NA,"1",2,"W;W","M;F","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,1,0,"w","F"
"chicago",3856155,NA,"N","Y","B","M","21.0",NA,"4.0",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",21,2,"0",0,0,4,1,"w","M"
"chicago",1454690,"2010-03-04","F","U","B","M","50.0",NA,"8.0",4,"B;B;B;B","M;M;M;M","Chicago Police Department","3","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",50,3,"2",0,1,8,1,"b","M"
"chicago",1044932,NA,"F","U","B","U","U",NA,"8.0",1,"L","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,8,1,"l","M"
"chicago",3350283,"2014-05-07","F","U","B","M","16.0",NA,"30.0",3,"L;W;L","M;M;M","Chicago Police Department","5","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",16,1,"3",0,1,30,1,"l","M"
"chicago",2621206,NA,"N","U","B","M","30-39",NA,"1",5,"L;W;L;W;W","M;M;M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"0",0,1,1,0,"w","M"
"chicago",41156,NA,"U","U","B","M","60-69",NA,"1",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",60,4,"0",0,0,1,0,"b","M"
"chicago",273522,"2010-05-09","N","U","L","U","U",NA,"1",1,"A","M","Chicago Police Department","5","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"3",1,0,1,0,"a","M"
"chicago",3722721,NA,"N","U","B","M","20-29",NA,"1",2,"L;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,1,1,0,"l","M"
"chicago",3982759,NA,"N","U","B","M","40-49",NA,"1",2,"W;W","F;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,1,1,0,"w","F"
"chicago",122086,NA,"F","N","B","U","U","Robbery","75.0",8,"L;W;W;W;L;L;L;L","M;M;M;F;M;M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,75,1,"l","M"
"chicago",916431,NA,"N","U","B","M","20-29",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"w","M"
"chicago",4955404,NA,"N","U","B","M","0-19",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",4446951,NA,"N","U","L","M","30-39",NA,"1",1,"L","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"0",0,0,1,0,"l","M"
"chicago",892442,NA,"N","U","B","M","0-19",NA,"1",2,"B;B","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,1,0,"b","M"
"chicago",1856271,NA,"N","U","B","M","20-29",NA,"1",2,"W;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,1,1,0,"w","M"
"chicago",3613267,"2013-10-06","N","U","B","M","30-39",NA,"1",2,"L;B","M;M","Chicago Police Department","10","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"1",1,1,1,0,"b","M"
"chicago",4737824,NA,"N","Y","B","M","28.0","Off-duty","1.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",28,2,"0",0,0,1,0,"b","M"
"chicago",3465750,NA,"N","Y","B","U","U","Pursuit","15.0",4,"W;W;L;L","M;M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,15,1,"l","M"
"chicago",3155000,"2014-05-07","N","U","B","M","20-29",NA,"1.0",1,"W","M","Chicago Police Department","5","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",0,0,1,0,"w","M"
"chicago",569472,NA,"N","U","B","M","0-19",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",2127564,"2016-10-03","N","Y","B","U","U","Suspicious person","4.0",1,"W","M","Chicago Police Department","10","2",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",0,0,4,1,"w","M"
"chicago",55714,NA,"N","U","L","M","0-19",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",1923765,NA,"N","U","B","M","0-19",NA,"1",1,"A","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"a","M"
"chicago",465177,"2011-03-05","N","U","B","M","0-19",NA,"1",1,"B","M","Chicago Police Department","3","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",1,0,1,0,"b","M"
"chicago",3294438,NA,"N","U","B","M","0-19",NA,"3.0",2,"W;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,3,1,"w","M"
"chicago",817170,"2012-09-09","N","U","B","M","20-29",NA,"7.0",2,"W;W","M;M","Chicago Police Department","9","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"4",1,1,7,1,"w","M"
"chicago",4345267,NA,"N","U","B","M","22.0",NA,"5.0",1,"A","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",22,2,"0",0,0,5,1,"a","M"
"chicago",4162841,"2015-04-04","N","U","B","M","30-39",NA,"15.0",2,"W;W","M;M","Chicago Police Department","4","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"2",1,1,15,1,"w","M"
"chicago",2303605,NA,"N","U","B","M","20-29",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"w","M"
"chicago",1906591,"2013-12-06","N","U","B","M","30-39",NA,"1",1,"L","M","Chicago Police Department","12","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",30,2,"2",0,0,1,0,"l","M"
"chicago",1390195,"2011-04-01","N","U","B","U","U",NA,"5.0",1,"A","M","Chicago Police Department","4","6",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,5,1,"a","M"
"chicago",2169364,NA,"N","U","B","M","20-29",NA,"1",1,"L","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"l","M"
"chicago",3764176,NA,"N","U","B","M","40.0",NA,"2.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",40,3,"0",0,0,2,1,"b","M"
"chicago",1491833,NA,"N","U","B","M","20-29",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,0,1,0,"w","M"
"chicago",4501836,"2014-07-12","N","U","L","M","20-29",NA,"4.0",1,"L","M","Chicago Police Department","7","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"3",1,0,4,1,"l","M"
"chicago",4209301,"2015-02-04","N","U","B","M","0-19",NA,"1",1,"W","M","Chicago Police Department","2","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,1,0,"w","M"
"chicago",579104,NA,"N","Y","B","U","U","Traffic stop","6.0",1,"B","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,6,1,"b","M"
"chicago",1408150,"2010-01-07","N","U","U","M","0-19",NA,"1",2,"L;A","M;M","Chicago Police Department","1","5",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",0,1,1,0,"a","M"
"chicago",4914310,NA,"N","U","L","M","20-29",NA,"1",2,"W;B","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,1,1,0,"b","M"
"chicago",3885855,NA,"N","U","W","U","U",NA,"1",2,"W;W","M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,1,1,0,"w","M"
"chicago",2629500,"2012-11-07","N","U","B","M","20-29",NA,"1",1,"B","F","Chicago Police Department","11","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"1",0,0,1,0,"b","F"
"chicago",2115254,NA,"F","U","B","U","U",NA,"1.0",1,"A","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"a","M"
"chicago",3157649,NA,"N","U","B","U","U",NA,"1",1,"W","M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"0",0,0,1,0,"w","M"
"chicago",1598270,"2016-10-09","N","Y","B","U","U","Crime","10.0",2,"B;B","M;F","Chicago Police Department","10","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"1",1,1,10,1,"b","F"
"chicago",2717925,"2012-09-08","U","U","B","M","20-29",NA,"1",2,"W;A","M;M","Chicago Police Department","9","7",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"4",1,1,1,0,"a","M"
"chicago",667322,NA,"N","Y","B","M","20-29",NA,"19.0",3,"L;L;L","M;M;M","Chicago Police Department","0","0",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"0",0,1,19,1,"l","M"
"chicago",4246100,"2014-10-12","N","U","B","M","20-29",NA,"1",2,"W;A","M;M","Chicago Police Department","10","1",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",20,2,"1",1,1,1,0,"a","M"
"chicago",4639699,"2012-04-04","N","U","L","U","U",NA,"1",1,"L","F","Chicago Police Department","4","4",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",0,0,"2",0,0,1,0,"l","F"
"chicago",4833898,"2010-10-05","F","U","B","M","44.0",NA,"5.0",1,"B","M","Chicago Police Department","10","3",3,"illinois",2704958,2695598,35,2273,58872,11900,46002,"41.8376°N 87.6818°W","6","neither",44,3,"1",0,0,5,1,"b","M"
